timestamp,device,dns_target,icmp_target,service_host,dns_ms,error_code,icmp_jitter_ms,icmp_loss_pct,icmp_rtt_ms,probe_success,tcp_connect_ms
2026-07-15T06:48:49Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,193,0,14,0,55,1,80
2026-07-15T06:49:00Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,64,0,38,0,68,1,126
2026-07-15T06:49:11Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,85,0,4,0,63,1,57
2026-07-15T06:49:22Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,185,0,12,0,48,1,69
2026-07-15T06:49:33Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,204,0,9,0,53,1,60
2026-07-15T06:49:44Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,120,0,16,0,58,1,62
2026-07-15T06:49:55Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,72,0,13,0,56,1,73
2026-07-15T06:50:06Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,85,0,10,0,68,1,72
2026-07-15T06:50:17Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,211,0,14,0,54,1,65
2026-07-15T06:50:28Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,218,0,7,0,49,1,120
2026-07-15T06:50:39Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,84,0,40,0,71,1,63
2026-07-15T06:50:50Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,94,0,4,0,59,1,92
2026-07-15T06:51:01Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,202,0,3,0,52,1,72
2026-07-15T06:51:12Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,89,0,8,0,54,1,66
2026-07-15T06:51:23Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,96,0,4,0,49,1,89
2026-07-15T06:51:34Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,66,0,10,0,49,1,78
2026-07-15T06:51:45Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,97,0,7,0,57,1,58
2026-07-15T06:51:56Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,84,0,4,0,46,1,70
2026-07-15T06:52:07Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,204,0,10,0,52,1,115
2026-07-15T06:52:17Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,77,0,12,0,52,1,67
2026-07-15T06:52:28Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,89,0,6,0,54,1,83
2026-07-15T06:52:39Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,90,0,4,0,60,1,128
2026-07-15T06:52:50Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,84,0,4,0,57,1,112
2026-07-15T06:53:01Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,83,0,9,0,50,1,70
2026-07-15T06:53:12Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,81,0,8,0,64,1,67
2026-07-15T06:53:23Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,186,0,11,0,51,1,63
2026-07-15T06:53:34Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,81,0,17,0,64,1,73
2026-07-15T06:53:45Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,83,0,11,0,55,1,63
2026-07-15T06:53:56Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,73,0,12,0,61,1,58
2026-07-15T06:54:07Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,102,0,9,0,56,1,78
2026-07-15T06:54:17Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,85,0,13,0,63,1,87
2026-07-15T06:54:28Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,72,0,35,0,79,1,85
2026-07-15T06:54:39Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,208,0,9,0,57,1,127
2026-07-15T06:54:50Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,194,0,13,0,61,1,66
2026-07-15T06:55:01Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,199,0,10,0,53,1,55
2026-07-15T06:55:12Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,187,0,7,0,48,1,60
2026-07-15T06:55:23Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,81,0,10,0,57,1,67
2026-07-15T06:55:34Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,202,0,6,0,55,1,73
2026-07-15T06:55:45Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,204,0,5,0,56,1,109
2026-07-15T06:55:56Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,84,0,23,0,62,1,70
2026-07-15T06:56:07Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,97,0,21,0,61,1,63
2026-07-15T06:56:18Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,203,0,11,0,53,1,111
2026-07-15T06:56:29Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,82,0,12,0,56,1,60
2026-07-15T06:56:40Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,83,0,9,0,50,1,64
2026-07-15T06:56:51Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,78,0,17,0,56,1,74
2026-07-15T06:57:01Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,86,0,8,0,59,1,74
2026-07-15T06:57:12Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,81,0,5,0,53,1,85
2026-07-15T06:57:23Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,80,0,8,0,62,1,70
2026-07-15T06:57:34Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,207,0,3,0,55,1,71
2026-07-15T06:57:45Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,85,0,10,0,55,1,77
2026-07-15T06:57:56Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,83,0,11,0,56,1,124
2026-07-15T06:58:07Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,87,0,10,0,51,1,71
2026-07-15T06:58:18Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,75,0,4,0,58,1,69
2026-07-15T06:58:29Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,68,0,9,0,58,1,66
